         1731171 function calls (1687584 primitive calls) in 168.502 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 model.py:239(FunctionPtrType)
        1    0.000    0.000    0.000    0.000 model.py:25(BaseTypeByIdentity)
        1    0.000    0.000    0.000    0.000 model.py:261(PointerType)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        1    0.000    0.000    0.000    0.000 model.py:278(ConstPointerType)
        1    0.000    0.000    0.000    0.000 model.py:284(NamedPointerType)
        1    0.000    0.000    0.000    0.000 model.py:293(ArrayType)
        1    0.000    0.000    0.000    0.000 model.py:297(__init__)
        1    0.000    0.000    0.000    0.000 model.py:327(StructOrUnionOrEnum)
        1    0.000    0.000    0.000    0.000 model.py:344(StructOrUnion)
        1    0.000    0.000    0.000    0.000 model.py:481(StructType)
        1    0.000    0.000    0.000    0.000 model.py:485(UnionType)
        1    0.000    0.000    0.000    0.000 model.py:489(EnumType)
        1    0.000    0.000    0.000    0.000 model.py:72(BaseType)
        1    0.000    0.000    0.000    0.000 model.py:85(VoidType)
        1    0.000    0.000    0.000    0.000 model.py:88(__init__)
        1    0.000    0.000    0.000    0.000 model.py:97(BasePrimitiveType)
        1    0.000    0.000    0.000    0.000 model_analyzer.py:125(Profiler)
        1    0.000    0.000    0.233    0.233 model_analyzer.py:15(<module>)
        1    0.000    0.000    0.001    0.001 model_config.py:16(<module>)
        1    0.000    0.000    0.001    0.001 model_flags_pb2.py:5(<module>)
        8    0.000    0.000    0.000    0.000 model_flags_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 model_serialization.py:15(<module>)
        1    0.000    0.000    0.000    0.000 model_serialization.py:27(ModelSavedModelSaver)
        1    0.000    0.000    0.000    0.000 model_serialization.py:62(SequentialSavedModelSaver)
        1    0.000    0.000   46.908   46.908 models.py:16(<module>)
        1    0.000    0.000    0.000    0.000 models.py:174(RequestHooksMixin)
        1    0.000    0.000    0.000    0.000 models.py:198(Request)
        1    0.000    0.000    0.000    0.000 models.py:272(PreparedRequest)
        1    0.000    0.000    0.137    0.137 models.py:3(<module>)
        1    0.000    0.000    0.000    0.000 models.py:587(Response)
        1    0.000    0.000    0.000    0.000 models.py:60(RequestEncodingMixin)
        1    0.000    0.000    0.001    0.001 module.py:15(<module>)
        1    0.000    0.000    0.000    0.000 module.py:34(Module)
        1    0.000    0.000    0.000    0.000 module_util.py:15(<module>)
       20    0.000    0.000    0.001    0.000 module_util.py:29(get_parent_dir)
       13    0.000    0.000    0.005    0.000 module_util.py:33(get_parent_dir_for_name)
      102    0.000    0.000    0.001    0.000 module_wrapper.py:110(<listcomp>)
        1    0.000    0.000    0.000    0.000 module_wrapper.py:120(_tfmw_add_deprecation_warning)
        1    0.000    0.000    0.113    0.113 module_wrapper.py:15(<module>)
1169/1163    0.002    0.000    0.002    0.000 module_wrapper.py:154(__getattribute__)
      920    0.002    0.000    0.003    0.000 module_wrapper.py:208(__setattr__)
        1    0.000    0.000    0.000    0.000 module_wrapper.py:34(get_rename_v2)
        1    0.000    0.000    0.000    0.000 module_wrapper.py:81(TFModuleWrapper)
      102    0.002    0.000    0.008    0.000 module_wrapper.py:84(__init__)
        1    0.000    0.000    0.000    0.000 momentum.py:16(<module>)
        1    0.000    0.000    0.000    0.000 momentum.py:28(MomentumOptimizer)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1041(SingularMonitoredSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1135(_WrappedSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1210(_RecoverableSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1319(_CoordinatedSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:1387(_HookedSession)
        1    0.000    0.000    8.307    8.307 monitored_session.py:16(<module>)
        1    0.000    0.000    0.000    0.000 monitored_session.py:58(Scaffold)
        1    0.000    0.000    0.000    0.000 monitored_session.py:607(SessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:618(ChiefSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:672(WorkerSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:715(_MonitoredSession)
        1    0.000    0.000    0.000    0.000 monitored_session.py:836(StepContext)
        1    0.000    0.000    0.000    0.000 monitored_session.py:889(_CoordinatedSessionCreator)
        1    0.000    0.000    0.000    0.000 monitored_session.py:953(MonitoredSession)
        1    0.000    0.000    0.000    0.000 monitoring.py:104(Metric)
       23    0.000    0.000    0.001    0.000 monitoring.py:109(__init__)
       28    0.000    0.000    0.000    0.000 monitoring.py:138(get_cell)
        1    0.000    0.000    0.000    0.000 monitoring.py:147(CounterCell)
        1    0.000    0.000    0.513    0.513 monitoring.py:15(<module>)
        1    0.000    0.000    0.000    0.000 monitoring.py:152(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:160(increase_by)
        1    0.000    0.000    0.000    0.000 monitoring.py:173(Counter)
        4    0.000    0.000    0.000    0.000 monitoring.py:183(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:194(get_cell)
        1    0.000    0.000    0.000    0.000 monitoring.py:199(IntGaugeCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:225(IntGauge)
        1    0.000    0.000    0.000    0.000 monitoring.py:235(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:251(StringGaugeCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:280(StringGauge)
        2    0.000    0.000    0.000    0.000 monitoring.py:290(__init__)
        1    0.000    0.000    0.000    0.000 monitoring.py:306(BoolGaugeCell)
       27    0.000    0.000    0.000    0.000 monitoring.py:311(__init__)
       27    0.000    0.000    0.000    0.000 monitoring.py:319(set)
        1    0.000    0.000    0.000    0.000 monitoring.py:332(BoolGauge)
       16    0.000    0.000    0.000    0.000 monitoring.py:342(__init__)
       27    0.000    0.000    0.000    0.000 monitoring.py:353(get_cell)
        1    0.000    0.000    0.000    0.000 monitoring.py:358(SamplerCell)
        1    0.000    0.000    0.000    0.000 monitoring.py:393(Buckets)
        1    0.000    0.000    0.000    0.000 monitoring.py:410(ExponentialBuckets)
        1    0.000    0.000    0.000    0.000 monitoring.py:433(Sampler)
        1    0.000    0.000    0.000    0.000 monitoring.py:461(MonitoredTimer)
        1    0.000    0.000    0.128    0.128 morestats.py:1(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:31(<module>)
        1    0.000    0.000    0.000    0.000 moving_averages.py:15(<module>)
        1    0.000    0.000    0.000    0.000 moving_averages.py:284(ExponentialMovingAverage)
        1    0.000    0.000    0.028    0.028 mstats.py:1(<module>)
        1    0.000    0.000    0.188    0.188 mstats_basic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi.py:120(MultiIndexPyIntEngine)
        1    0.000    0.000    0.000    0.000 multi.py:161(names_compat)
        1    0.000    0.000    0.001    0.001 multi.py:180(MultiIndex)
        1    0.000    0.000    0.000    0.000 multi.py:81(MultiIndexUIntEngine)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:151(_ReincarnatedPerDeviceGenerator)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:211(MultiDeviceIterator)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:372(MultiDeviceIteratorResourceDeleter)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:38(_PerDeviceGenerator)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:410(MultiDeviceIteratorSpec)
        1    0.000    0.000    0.000    0.000 multi_device_iterator_ops.py:460(OwnedMultiDeviceIterator)
        1    0.000    0.000    0.000    0.000 multi_gpu_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_head_attention.py:125(MultiHeadAttention)
        1    0.000    0.000    0.000    0.000 multi_head_attention.py:16(<module>)
        1    0.000    0.000    0.056    0.056 multi_process_lib.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_process_lib.py:30(is_oss)
        1    0.000    0.000    0.000    0.000 multi_process_lib.py:35(_is_enabled)
        1    0.000    0.000    0.000    0.000 multi_process_lib.py:38(<listcomp>)
        1    0.000    0.000    0.000    0.000 multi_process_lib.py:46(_AbslProcess)
        1    0.000    0.000    0.000    0.000 multi_process_lib.py:61(AbslForkServerProcess)
        1    0.000    0.000    0.000    0.000 multi_process_lib.py:68(AbslForkServerContext)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:1075(SubprocessTimeoutError)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:1093(UnexpectedSubprocessExitError)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:110(MultiProcessRunner)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:1112(NotInitializedError)
        1    0.000    0.000    0.075    0.075 multi_process_runner.py:16(<module>)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:720(_Process)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:742(_ProcFunc)
        1    0.000    0.000    0.000    0.000 multi_process_runner.py:876(MultiProcessPoolRunner)
        1    0.000    0.000    0.002    0.002 multi_worker_test_base.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:207(MultiProcessCluster)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:441(MultiWorkerTestBase)
        1    0.001    0.001    0.001    0.001 multi_worker_test_base.py:563(SingleWorkerTestBaseGraph)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:571(SingleWorkerTestBaseEager)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:583(DummySession)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:592(MockOsEnv)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:638(IndependentWorkerTestBase)
        1    0.000    0.000    0.000    0.000 multi_worker_test_base.py:744(MultiWorkerMultiProcessTest)
        1    0.000    0.000    0.176    0.176 multi_worker_util.py:15(<module>)
        1    0.000    0.000    1.278    1.278 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:143(concatenate)
        1    0.000    0.000    0.000    0.000 multiclass.py:4(<module>)
        1    0.000    0.000    0.001    0.001 multinomial.py:15(<module>)
        1    0.000    0.000    0.000    0.000 multinomial.py:55(Multinomial)
        1    0.000    0.000    0.019    0.019 my_exceptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:12(<listcomp>)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:19(__getattr__)
        1    0.000    0.000    0.000    0.000 my_exceptions.py:30(WorkerInterrupt)
        1    0.000    0.000    0.000    0.000 nadam.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nadam.py:33(Nadam)
        1    0.000    0.000    0.000    0.000 naming.py:15(<module>)
        1    0.000    0.000    0.000    0.000 naming.py:24(Namer)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.002    0.002 nanops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:1551(make_nancomp)
        4    0.000    0.000    0.000    0.000 nanops.py:373(_datetimelike_compat)
        1    0.000    0.000    0.000    0.000 nanops.py:44(set_use_bottleneck)
        1    0.000    0.000    0.000    0.000 nanops.py:54(disallow)
       11    0.000    0.000    0.000    0.000 nanops.py:55(__init__)
       29    0.000    0.000    0.000    0.000 nanops.py:57(<genexpr>)
       11    0.000    0.000    0.000    0.000 nanops.py:62(__call__)
        1    0.000    0.000    0.000    0.000 nanops.py:86(bottleneck_switch)
        6    0.000    0.000    0.000    0.000 nanops.py:87(__init__)
        6    0.000    0.000    0.000    0.000 nanops.py:91(__call__)
        2    0.000    0.000    0.000    0.000 nanops.py:955(_nanminmax)
        1    0.000    0.000    0.000    0.000 nasnet.py:16(<module>)
        1    0.000    0.000    0.003    0.003 nccl_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:20(NearestNDInterpolator)
        2    0.000    0.000    3.880    1.940 nest.py:16(<module>)
        4    0.000    0.000    0.032    0.008 nest.py:274(flatten)
        1    0.000    0.000    0.000    0.000 nest.py:348(_DotString)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:131(_ListCodec)
        1    0.000    0.000    0.204    0.204 nested_structure_coder.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:174(_TupleCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:197(_DictCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:220(_NamedTupleCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:255(_Float64Codec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:278(_Int64Codec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:301(_StringCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:328(_NoneCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:351(_BoolCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:374(_TensorShapeCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:398(_TensorTypeCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:421(_TensorSpecCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:456(_BoundedTensorSpecCodec)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:495(_TypeSpecCodec)
       12    0.000    0.000    0.000    0.000 nested_structure_coder.py:525(<genexpr>)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:58(NotEncodableError)
        1    0.000    0.000    0.000    0.000 nested_structure_coder.py:62(StructureCoder)
       14    0.000    0.000    0.000    0.000 nested_structure_coder.py:67(register_codec)
        1    0.000    0.000    0.000    0.000 network_serialization.py:15(<module>)
        1    0.000    0.000    0.000    0.000 network_serialization.py:25(NetworkSavedModelSaver)
        1    0.000    0.000    0.772    0.772 nn.py:17(<module>)
        1    0.000    0.000    0.001    0.001 nn_grad.py:15(<module>)
        1    0.000    0.000    0.286    0.286 nn_impl.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nn_ops.py:1171(Convolution)
        1    0.001    0.001    0.021    0.021 nn_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 nn_ops.py:168(_NonAtrousConvolution)
        1    0.000    0.000    0.000    0.000 nn_ops.py:574(_WithSpaceToBatch)
        1    0.000    0.000    0.108    0.108 node.py:16(<module>)
        1    0.000    0.000    0.000    0.000 node.py:266(KerasHistory)
        1    0.000    0.000    0.000    0.000 node.py:38(Node)
        2    0.000    0.000    0.001    0.000 node_def_pb2.py:5(<module>)
       14    0.000    0.000    0.000    0.000 node_def_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 noise.py:139(AlphaDropout)
        1    0.000    0.000    0.000    0.000 noise.py:15(<module>)
        1    0.000    0.000    0.000    0.000 noise.py:31(GaussianNoise)
        1    0.000    0.000    0.000    0.000 noise.py:85(GaussianDropout)
        1    0.000    0.000    0.002    0.002 nonlin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1021(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonlin.py:1085(Anderson)
        1    0.000    0.000    0.000    0.000 nonlin.py:1241(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1309(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:131(NoConvergence)
        1    0.000    0.000    0.000    0.000 nonlin.py:1355(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1418(KrylovJacobian)
        7    0.000    0.000    0.002    0.000 nonlin.py:1610(_nonlin_wrapper)
        7    0.000    0.000    0.000    0.000 nonlin.py:1622(<listcomp>)
        7    0.000    0.000    0.000    0.000 nonlin.py:1625(<listcomp>)
        8    0.000    0.000    0.000    0.000 nonlin.py:216(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:415(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:479(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:547(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:662(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:688(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:908(BroydenFirst)
        1    0.000    0.000  168.521  168.521 noprovmain.py:1(<module>)
        1    0.000    0.000  168.434  168.434 noprovutils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 noprovutils.py:138(QRes_TT)
        1    0.000    0.000    0.000    0.000 noprovutils.py:222(QRes_Vel)
        1    0.000    0.000    0.000    0.000 noprovutils.py:343(EikonalSolver2D)
        1    0.000    0.000    0.000    0.000 noprovutils.py:60(neural_net_vel)
        1    0.000    0.000    0.001    0.001 normal.py:15(<module>)
        1    0.000    0.000    0.000    0.000 normal.py:249(NormalWithSoftplusScale)
        1    0.000    0.000    0.000    0.000 normal.py:45(Normal)
        2    0.000    0.000    0.000    0.000 normalization.py:15(<module>)
        2    0.000    0.000    0.126    0.063 normalization.py:16(<module>)
        1    0.000    0.000    0.000    0.000 normalization.py:230(_NormalizingCombiner)
        1    0.000    0.000    0.000    0.000 normalization.py:30(BatchNormalization)
        1    0.000    0.000    0.000    0.000 normalization.py:43(BatchNormalizationBase)
        1    0.000    0.000    0.000    0.000 normalization.py:50(Normalization)
        2    0.000    0.000    0.000    0.000 normalization.py:954(replace_in_base_docstring)
        1    0.000    0.000    0.000    0.000 normalization.py:980(BatchNormalization)
        1    0.000    0.000    0.000    0.000 normalization.py:995(LayerNormalization)
        1    0.000    0.000    0.039    0.039 normalization_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 normalization_v1.py:27(Normalization)
        1    0.000    0.000    0.000    0.000 normalization_v2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 normalization_v2.py:214(BatchNormalization)
        1    0.000    0.000    0.000    0.000 normalization_v2.py:32(SyncBatchNormalization)
        1    0.000    0.000    0.000    0.000 nosetester.py:1(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:112(NoseTester)
        3    0.000    0.000    0.000    0.000 np_array_ops.py:1051(_split_on_axis)
        1    0.000    0.000    0.227    0.227 np_array_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 np_array_ops.py:1546(_UpdateMethod)
        1    0.000    0.000    0.087    0.087 np_arrays.py:15(<module>)
        1    0.000    0.000    0.000    0.000 np_arrays.py:61(NdarraySpec)
        1    0.000    0.000    0.000    0.000 np_arrays.py:98(ndarray)
        1    0.000    0.000    0.026    0.026 np_dtypes.py:15(<module>)
        1    0.000    0.000    0.000    0.000 np_export.py:15(<module>)
      232    0.000    0.000    0.000    0.000 np_export.py:24(public_name)
      232    0.001    0.000    0.003    0.000 np_export.py:28(np_export)
       26    0.000    0.000    0.000    0.000 np_export.py:32(np_export_constant)
        1    0.000    0.000    0.033    0.033 np_math_ops.py:15(<module>)
        2    0.000    0.000    0.000    0.000 np_math_ops.py:829(_make_nan_reduction)
       22    0.000    0.000    0.000    0.000 np_math_ops.py:946(_wrap)
        1    0.000    0.000    0.272    0.272 np_random.py:15(<module>)
      204    0.000    0.000    0.000    0.000 np_utils.py:104(_has_docstring)
       13    0.000    0.000    0.000    0.000 np_utils.py:109(_add_blank_line)
      193    0.001    0.000    0.010    0.000 np_utils.py:116(_np_signature)
      148    0.000    0.000    0.000    0.000 np_utils.py:130(names_from_num)
       35    0.000    0.000    0.000    0.000 np_utils.py:136(<listcomp>)
       74    0.000    0.000    0.001    0.000 np_utils.py:144(<listcomp>)
        1    0.000    0.000    0.000    0.000 np_utils.py:149(<listcomp>)
        2    0.000    0.000    0.001    0.001 np_utils.py:15(<module>)
       74    0.001    0.000    0.002    0.000 np_utils.py:160(<listcomp>)
      204    0.000    0.000    0.001    0.000 np_utils.py:180(_prepare_np_fun_name_and_fun)
      204    0.001    0.000    0.004    0.000 np_utils.py:210(_np_doc_helper)
      781    0.000    0.000    0.000    0.000 np_utils.py:218(<genexpr>)
      204    0.000    0.000    0.000    0.000 np_utils.py:232(get_np_doc_form)
        1    0.000    0.000    0.000    0.000 np_utils.py:261(Link)
        1    0.000    0.000    0.000    0.000 np_utils.py:263(__init__)
        1    0.000    0.000    0.000    0.000 np_utils.py:267(AliasOf)
        6    0.000    0.000    0.000    0.000 np_utils.py:269(__init__)
        1    0.000    0.000    0.000    0.000 np_utils.py:273(NoLink)
      202    0.000    0.000    0.002    0.000 np_utils.py:277(generate_link)
      203    0.000    0.000    0.000    0.000 np_utils.py:306(is_check_link)
      204    0.001    0.000    0.002    0.000 np_utils.py:315(_add_np_doc)
      764    0.000    0.000    0.000    0.000 np_utils.py:362(is_sig_mismatch_an_error)
      193    0.000    0.000    0.011    0.000 np_utils.py:371(np_doc)
      193    0.002    0.000    0.016    0.000 np_utils.py:395(decorator)
       11    0.000    0.000    0.000    0.000 np_utils.py:438(np_doc_only)
       11    0.000    0.000    0.000    0.000 np_utils.py:458(decorator)
        1    0.000    0.000    0.597    0.597 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:115(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:51(BagObj)
        1    0.000    0.000    0.003    0.003 ntpath.py:2(<module>)
        3    0.000    0.000    0.001    0.000 numba_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 number_types.py:101(Int64Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:110(Float32Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:119(Float64Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:128(SOffsetTFlags)
        1    0.000    0.000    0.000    0.000 number_types.py:132(UOffsetTFlags)
        1    0.000    0.000    0.000    0.000 number_types.py:136(VOffsetTFlags)
        1    0.000    0.000    0.063    0.063 number_types.py:15(<module>)
        1    0.000    0.000    0.000    0.000 number_types.py:29(BoolFlags)
        1    0.000    0.000    0.000    0.000 number_types.py:38(Uint8Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:47(Uint16Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:56(Uint32Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:65(Uint64Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:74(Int8Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:83(Int16Flags)
        1    0.000    0.000    0.000    0.000 number_types.py:92(Int32Flags)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
        4    0.000    0.000    0.410    0.103 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:144(ones)
        1    0.000    0.000    0.000    0.000 numeric.py:19(NumericArray)
        1    0.000    0.000    0.000    0.000 numeric.py:239(IntegerIndex)
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:290(Int64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:306(UInt64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:337(Float64Index)
        1    0.000    0.000    0.000    0.000 numeric.py:35(NumericIndex)
        1    0.000    0.000    0.000    0.000 numeric.py:59(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerics.py:16(<module>)
        1    0.000    0.000    0.238    0.238 numerictypes.py:1(<module>)
        5    0.000    0.000    0.000    0.000 numerictypes.py:232(obj2sctype)
      332    0.000    0.000    0.000    0.000 numerictypes.py:286(issubclass_)
      166    0.000    0.000    0.000    0.000 numerictypes.py:360(issubdtype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:396(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:405(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
        1    0.000    0.000    0.000    0.000 numerictypes.py:482(<lambda>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:560(_register_types)
        1    0.000    0.000    0.000    0.000 numpy_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_.py:115(PandasArray)
        1    0.000    0.000    0.000    0.000 numpy_.py:20(PandasDtype)
        1    0.000    0.000    0.000    0.000 numpy_array_iterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_array_iterator.py:15(NumpyArrayIterator)
        1    0.000    0.000    0.000    0.000 numpy_dataset.py:15(<module>)
        1    0.000    0.000    0.000    0.000 numpy_dataset.py:94(SingleDevice)
        1    0.000    0.000    0.180    0.180 numpy_pickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:269(NumpyPickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:358(NumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle.py:49(NumpyArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:124(ZNDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:14(hex_str)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:158(ZipNumpyUnpickler)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:79(NDArrayWrapper)
        1    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_array.py:20(ObjectStringArrayMixin)
        1    0.000    0.000    0.000    0.000 object_identity.py:1(<module>)
        1    0.000    0.000    0.000    0.000 object_identity.py:121(ObjectIdentityDictionary)
        1    0.000    0.000    0.000    0.000 object_identity.py:157(ObjectIdentityWeakKeyDictionary)
        1    0.000    0.000    0.000    0.000 object_identity.py:179(ObjectIdentitySet)
        1    0.000    0.000    0.000    0.000 object_identity.py:184(__init__)
        1    0.000    0.000    0.000    0.000 object_identity.py:185(<genexpr>)
        1    0.000    0.000    0.000    0.000 object_identity.py:227(ObjectIdentityWeakSet)
        1    0.000    0.000    0.000    0.000 object_identity.py:25(_ObjectIdentityWrapper)
        1    0.000    0.000    0.000    0.000 object_identity.py:73(_WeakObjectIdentityWrapper)
        1    0.000    0.000    0.000    0.000 object_identity.py:85(Reference)
        1    0.000    0.000    0.000    0.000 odepack.py:11(ODEintWarning)
        1    0.000    0.000    0.089    0.089 odepack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:240(OneDeviceStrategyV1)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:255(OneDeviceExtended)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:39(OneDeviceStrategy)
        1    0.000    0.000    0.000    0.000 one_device_strategy.py:478(_OneDeviceReplicaContext)
        1    0.000    0.000    0.000    0.000 op_callbacks.py:15(<module>)
        1    0.000    0.000    0.000    0.000 op_callbacks_common.py:15(<module>)
        1    0.000    0.000    0.000    0.000 op_def_library.py:16(<module>)
        2    0.000    0.000    0.001    0.000 op_def_pb2.py:5(<module>)
       28    0.000    0.000    0.000    0.000 op_def_pb2.py:6(<lambda>)
        1    0.000    0.000    0.126    0.126 op_def_registry.py:16(<module>)
