         1731171 function calls (1687584 primitive calls) in 168.502 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
       26    0.000    0.000    0.000    0.000 calendar.py:58(__getitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
       14    0.000    0.000    0.000    0.000 calendar.py:77(__getitem__)
        1    0.000    0.000    0.000    0.000 calibrator.py:15(<module>)
        1    0.000    0.000    0.000    0.000 calibrator.py:39(Calibrator)
        1    0.000    0.000    0.000    0.000 call_trees.py:15(<module>)
        1    0.000    0.000    0.000    0.000 call_trees.py:40(_Function)
        1    0.000    0.000    0.000    0.000 call_trees.py:51(_ArgTemplateBuilder)
        1    0.000    0.000    0.000    0.000 call_trees.py:96(CallTreeTransformer)
        1    0.000    0.000    0.000    0.000 callbacks.py:1099(History)
        1    0.000    0.000    0.000    0.000 callbacks.py:1126(ModelCheckpoint)
        1    0.000    0.000    0.000    0.000 callbacks.py:1543(BackupAndRestore)
        1    0.000    0.000    0.000    0.000 callbacks.py:1659(EarlyStopping)
        1    0.000    0.000    5.050    5.050 callbacks.py:17(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:1794(RemoteMonitor)
        1    0.000    0.000    0.000    0.000 callbacks.py:1857(LearningRateScheduler)
        1    0.000    0.000    0.000    0.000 callbacks.py:1923(TensorBoard)
        1    0.000    0.000    0.000    0.000 callbacks.py:201(CallbackList)
        1    0.000    0.000    0.000    0.000 callbacks.py:2433(ReduceLROnPlateau)
        1    0.000    0.000    0.000    0.000 callbacks.py:2557(CSVLogger)
        1    0.000    0.000    0.000    0.000 callbacks.py:2648(LambdaCallback)
        1    0.000    0.000    0.000    0.000 callbacks.py:606(Callback)
        1    0.000    0.000    0.000    0.000 callbacks.py:872(BaseLogger)
        1    0.000    0.000    0.000    0.000 callbacks.py:921(TerminateOnNaN)
        1    0.000    0.000    0.000    0.000 callbacks.py:940(ProgbarLogger)
        1    0.000    0.000    0.000    0.000 callbacks_v1.py:16(<module>)
        1    0.000    0.000    0.000    0.000 callbacks_v1.py:41(TensorBoard)
        1    0.000    0.000    0.000    0.000 cancellation.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cancellation.py:24(CancellationManager)
        1    0.000    0.000    0.047    0.047 candidate_sampling_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 canonical_constraint.py:5(CanonicalConstraint)
        1    0.000    0.000    0.000    0.000 cardinality.py:103(_AssertCardinalityDataset)
        1    0.000    0.000    0.000    0.000 cardinality.py:15(<module>)
        2    0.000    0.000    0.001    0.000 case.py:1(<module>)
       10    0.000    0.000    0.000    0.000 case.py:1405(_deprecate)
        1    0.000    0.000    0.000    0.000 case.py:1427(FunctionTestCase)
        1    0.000    0.000    0.000    0.000 case.py:1436(__init__)
        1    0.000    0.000    0.000    0.000 case.py:1485(_SubTest)
        1    0.000    0.000    0.000    0.000 case.py:157(_BaseTestCaseContext)
        1    0.000    0.000    0.000    0.000 case.py:166(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:208(_AssertRaisesContext)
        1    0.000    0.000    0.000    0.000 case.py:245(_AssertWarnsContext)
        1    0.000    0.000    0.000    0.000 case.py:26(SkipTest)
        1    0.000    0.000    0.000    0.000 case.py:302(_CapturingHandler)
        1    0.000    0.000    0.000    0.000 case.py:321(_AssertLogsContext)
        1    0.000    0.000    0.000    0.000 case.py:34(_ShouldStop)
        1    0.000    0.000    0.000    0.000 case.py:365(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 case.py:375(TestCase)
        1    0.000    0.000    0.000    0.000 case.py:39(_UnexpectedSuccess)
        2    0.000    0.000    0.000    0.000 case.py:424(__init__)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
       12    0.000    0.000    0.000    0.000 case.py:456(addTypeEqualityFunc)
        1    0.000    0.000    0.000    0.000 case.py:66(TestCase)
        1    0.000    0.000    0.050    0.050 cast.py:1(<module>)
        2    0.000    0.000    0.541    0.271 categorical.py:1(<module>)
        1    0.000    0.000    0.000    0.000 categorical.py:15(<module>)
        1    0.001    0.001    0.001    0.001 categorical.py:187(Categorical)
        1    0.000    0.000    0.000    0.000 categorical.py:2329(CategoricalAccessor)
        1    0.000    0.000    0.000    0.000 categorical.py:62(Categorical)
        6    0.000    0.000    0.000    0.000 categorical.py:63(_cat_compare_op)
        1    0.000    0.000    0.030    0.030 category.py:1(<module>)
        1    0.000    0.000    0.001    0.001 category.py:33(CategoricalIndex)
        1    0.000    0.000    0.000    0.000 category_crossing.py:15(<module>)
        1    0.000    0.000    0.000    0.000 category_crossing.py:38(CategoryCrossing)
        1    0.000    0.000    0.181    0.181 category_encoding.py:15(<module>)
        1    0.000    0.000    0.000    0.000 category_encoding.py:341(_CategoryEncodingAccumulator)
        1    0.000    0.000    0.000    0.000 category_encoding.py:346(_CategoryEncodingCombiner)
        1    0.000    0.000    0.000    0.000 category_encoding.py:56(CategoryEncoding)
        1    0.000    0.000    0.274    0.274 category_encoding_v1.py:15(<module>)
        1    0.000    0.000    0.000    0.000 category_encoding_v1.py:26(CategoryEncoding)
        1    0.000    0.000    0.000    0.000 central_storage_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 central_storage_strategy.py:216(CentralStorageStrategyV1)
        1    0.000    0.000    0.000    0.000 central_storage_strategy.py:27(CentralStorageStrategy)
        1    0.000    0.000    0.087    0.087 certs.py:4(<module>)
        1    0.000    0.000    0.000    0.000 cfg.py:145(_WalkMode)
        1    0.000    0.000    0.001    0.001 cfg.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cfg.py:152(GraphVisitor)
        1    0.000    0.000    0.000    0.000 cfg.py:252(GraphBuilder)
        1    0.000    0.000    0.000    0.000 cfg.py:54(Node)
        1    0.000    0.000    0.000    0.000 cfg.py:647(AstToCfg)
        1    0.000    0.000    0.000    0.000 cfg.py:95(Graph)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chainmap.py:7(DeepChainMap)
        1    0.000    0.000    0.000    0.000 chardistribution.py:113(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:132(EUCKRDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:151(GB2312DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:170(Big5DistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:192(SJISDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 chardistribution.py:217(EUCJPDistributionAnalysis)
        1    0.000    0.000    0.135    0.135 chardistribution.py:28(<module>)
        1    0.000    0.000    0.000    0.000 chardistribution.py:40(CharDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.074    0.074 charset.py:6(<module>)
        1    0.000    0.000    0.045    0.045 charsetgroupprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 charsetgroupprober.py:32(CharSetGroupProber)
        1    0.000    0.000    0.000    0.000 charsetprober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 charsetprober.py:35(CharSetProber)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1982(Chebyshev)
        1    0.000    0.000    0.163    0.163 check_numerics_callback.py:15(<module>)
        1    0.000    0.000    0.000    0.000 check_numerics_callback.py:227(CheckNumericsCallback)
        4    0.000    0.000    0.000    0.000 check_ops.py:107(_decorator)
        6    0.000    0.000    0.000    0.000 check_ops.py:158(_binary_assert_doc)
        1    0.000    0.000    0.118    0.118 check_ops.py:16(<module>)
        6    0.000    0.000    0.000    0.000 check_ops.py:169(_decorator)
        4    0.000    0.000    0.000    0.000 check_ops.py:95(_unary_assert_doc)
        1    0.000    0.000    0.022    0.022 checkpoint_management.py:17(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_management.py:512(CheckpointManager)
        1    0.000    0.000    0.048    0.048 checkpoint_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_options.py:15(<module>)
        1    0.000    0.000    0.000    0.000 checkpoint_options.py:24(CheckpointOptions)
        1    0.000    0.000    0.000    0.000 checkpoint_state_pb2.py:5(<module>)
        3    0.000    0.000    0.000    0.000 checkpoint_state_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 checkpoint_utils.py:15(<module>)
        1    0.000    0.000    0.027    0.027 cholesky_registrations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cifar.py:15(<module>)
        1    0.000    0.000    0.016    0.016 cifar10.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cifar100.py:15(<module>)
        1    0.000    0.000    0.000    0.000 class_weight.py:5(<module>)
        1    0.000    0.000    0.024    0.024 cli_config.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cli_config.py:30(CLIConfig)
        1    0.000    0.000    0.168    0.168 cli_shared.py:15(<module>)
        1    0.000    0.000    0.615    0.615 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:119(Client)
        1    0.000    0.000    0.000    0.000 client.py:1371(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1429(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1434(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1437(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1440(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1445(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1448(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1451(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1465(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1468(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1471(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1474(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1477(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1484(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1489(RemoteDisconnected)
        1    0.000    0.000    0.063    0.063 client.py:16(<module>)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:771(HTTPConnection)
        1    0.000    0.000    0.000    0.000 clip_ops.py:16(<module>)
        1    0.000    0.000    0.000    0.000 clipboards.py:1(<module>)
        1    0.000    0.000    0.047    0.047 cloudpickle.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:676(instance)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:692(_empty_cell_value)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:540(CloudPickler)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:30(CallableObjectWrapper)
        1    0.000    0.000    0.000    0.000 cloudpickle_wrapper.py:9(CloudpickledObjectWrapper)
        1    0.000    0.000    0.280    0.280 cluster.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cluster.py:29(Cluster)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:104(RemoteValue)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:1260(_PerWorkerDistributedDataset)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:1319(_PerWorkerDistributedIterator)
        1    0.000    0.000    0.165    0.165 cluster_coordinator.py:16(<module>)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:166(RemoteValueImpl)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:231(InputError)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:289(PerWorkerValues)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:333(Closure)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:415(_CoordinatedClosureQueue)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:607(WorkerPreemptionHandler)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:702(Worker)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:73(_RemoteValueStatus)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:820(Cluster)
        1    0.000    0.000    0.000    0.000 cluster_coordinator.py:917(ClusterCoordinator)
        2    0.000    0.000    0.001    0.000 cluster_pb2.py:5(<module>)
       10    0.000    0.000    0.000    0.000 cluster_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:292(SimpleClusterResolver)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:422(UnionClusterResolver)
        1    0.000    0.000    0.000    0.000 cluster_resolver.py:59(ClusterResolver)
        1    0.000    0.000    0.000    0.000 cmd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cmd.py:52(Cmd)
        1    0.000    0.000    0.047    0.047 cobyla.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cobyla.py:30(synchronized)
        4    0.003    0.001    0.004    0.001 codata.py:1498(parse_constants_2002to2014)
        1    0.001    0.001    0.001    0.001 codata.py:1510(parse_constants_2018toXXXX)
        1    0.000    0.000    0.000    0.000 codata.py:1561(ConstantWarning)
       22    0.000    0.000    0.000    0.000 codata.py:1566(_check_obsolete)
       22    0.000    0.000    0.000    0.000 codata.py:1572(value)
        1    0.000    0.000    0.006    0.006 codata.py:7(<module>)
        1    0.000    0.000    0.079    0.079 code.py:1(<module>)
        1    0.000    0.000    0.000    0.000 code.py:15(InteractiveInterpreter)
        1    0.000    0.000    0.000    0.000 code.py:162(InteractiveConsole)
        2    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.000    0.000 codeop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 codeop.py:132(Compile)
        1    0.000    0.000    0.000    0.000 codeop.py:147(CommandCompiler)
        1    0.000    0.000    0.000    0.000 codeop.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:33(CodingStateMachine)
        1    0.000    0.000    2.009    2.009 collective_all_reduce_strategy.py:15(<module>)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:218(_CollectiveAllReduceStrategyExperimentalMeta)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:228(_CollectiveAllReduceStrategyExperimental)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:270(CollectiveAllReduceStrategyV1)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:298(CollectiveAllReduceExtended)
        1    0.000    0.000    0.000    0.000 collective_all_reduce_strategy.py:55(CollectiveAllReduceStrategy)
        1    0.000    0.000    0.128    0.128 collective_ops.py:15(<module>)
        1    0.000    0.000    0.000    0.000 collective_util.py:121(Options)
        1    0.000    0.000    0.001    0.001 collective_util.py:16(<module>)
        1    0.000    0.000    0.000    0.000 collective_util.py:165(Hints)
        1    0.000    0.000    0.000    0.000 collective_util.py:30(CommunicationImplementation)
        1    0.000    0.000    0.000    0.000 collective_util.py:54(_OptionsExported)
        1    0.000    0.000    0.000    0.000 combinations.py:118(DistributionCombination)
        1    0.000    0.000    0.000    0.000 combinations.py:138(ClusterCombination)
        1    0.000    0.000    0.000    0.000 combinations.py:145(GPUCombination)
        2    0.000    0.000    0.311    0.155 combinations.py:15(<module>)
        1    0.000    0.000    0.000    0.000 combinations.py:187(TPUCombination)
        1    0.000    0.000    0.000    0.000 combinations.py:249(NamedDistribution)
       22    0.000    0.000    0.000    0.000 combinations.py:252(__init__)
        1    0.000    0.000    0.000    0.000 combinations.py:34(EagerGraphCombination)
        1    0.000    0.000    0.000    0.000 combinations.py:53(DistributionParameter)
        1    0.000    0.000    0.000    0.000 combinations.py:57(TFVersionCombination)
        1    0.000    0.000    0.000    0.000 combinations.py:75(ClusterParameters)
        1    0.000    0.000    0.000    0.000 command_name.py:15(<module>)
        1    0.000    0.000    0.001    0.001 command_parser.py:15(<module>)
        1    0.000    0.000    0.000    0.000 command_parser.py:33(Interval)
        9    0.000    0.000    0.044    0.005 common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 common.py:122(OdeSolution)
       52    0.000    0.000    0.000    0.000 common.py:13(unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 common.py:15(<module>)
       18    0.000    0.000    0.000    0.000 common.py:1769(pandas_dtype)
       52    0.000    0.000    0.000    0.000 common.py:26(wrapper)
        1    0.000    0.000    0.000    0.000 common.py:32(SettingWithCopyError)
       52    0.000    0.000    0.000    0.000 common.py:32(_unpack_zerodim_and_defer)
        1    0.000    0.000    0.000    0.000 common.py:36(SettingWithCopyWarning)
        1    0.000    0.000    0.000    0.000 common.py:42(IOArgs)
        1    0.000    0.000    0.000    0.000 common.py:46(<setcomp>)
        1    0.000    0.000    0.000    0.000 common.py:60(IOHandles)
        1    0.000    0.000    0.000    0.000 common.py:696(_BytesZipFile)
        1    0.000    0.000    0.000    0.000 common.py:749(_MMapWrapper)
        1    0.000    0.000    0.000    0.000 common_shapes.py:15(<module>)
        1    0.000    0.000    0.000    0.000 compare.py:16(<module>)
        1    0.000    0.000    0.000    0.000 compare.py:258(ProtoAssertions)
        2    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        3    0.000    0.000    0.122    0.041 compat.py:15(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:22(<module>)
        1    0.000    0.000    0.071    0.071 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:41(_date_to_date_number)
        1    0.000    0.000    0.000    0.000 compat.py:45(_update_forward_compatibility_date_number)
        1    0.000    0.000    0.000    0.000 compat.py:48(_fscodec)
      121    0.000    0.000    0.079    0.001 compat.py:50(import_numpy)
        3    0.000    0.000    0.000    0.000 compat.py:64(as_bytes)
        1    0.000    0.000    0.000    0.000 compat.py:73(NumpyRequiredForThisFeature)
        1    0.000    0.000    0.000    0.000 compat_util.py:15(<module>)
        1    0.000    0.000    0.000    0.000 compat_util.py:27(BasicRef)
        1    0.000    0.000    0.000    0.000 compile_utils.py:106(LossesContainer)
        1    0.000    0.000    0.000    0.000 compile_utils.py:15(<module>)
        1    0.000    0.000    0.000    0.000 compile_utils.py:276(MetricsContainer)
        1    0.000    0.000    0.000    0.000 compile_utils.py:33(Container)
        1    0.000    0.000    0.072    0.072 composite_tensor.py:15(<module>)
        1    0.000    0.000    0.000    0.000 composite_tensor.py:31(CompositeTensor)
        1    0.000    0.000    0.000    0.000 composite_tensor_utils.py:15(<module>)
        1    0.000    0.000    0.116    0.116 compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:24(_cs_matrix)
        1    0.000    0.000    5.576    5.576 compression_ops.py:15(<module>)
        1    0.000    0.000    0.001    0.001 compressor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressor.py:115(BZ2CompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:120(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:147(LZMACompressorWrapper)
        2    0.000    0.000    0.000    0.000 compressor.py:153(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:180(XZCompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:187(LZ4CompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:192(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:231(BinaryZlibFile)
        6    0.000    0.000    0.000    0.000 compressor.py:45(register_compressor)
        1    0.000    0.000    0.000    0.000 compressor.py:542(ZlibCompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:544(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:549(BinaryGzipFile)
        1    0.000    0.000    0.000    0.000 compressor.py:566(GzipCompressorWrapper)
        1    0.000    0.000    0.000    0.000 compressor.py:568(__init__)
        1    0.000    0.000    0.000    0.000 compressor.py:81(CompressorWrapper)
        2    0.000    0.000    0.000    0.000 compressor.py:97(__init__)
        3    0.000    0.000    0.663    0.221 concat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 concat.py:178(JoinUnit)
        1    0.000    0.000    0.000    0.000 concat.py:301(_Concatenator)
        1    0.000    0.000    0.060    0.060 cond_v2.py:15(<module>)
        1    0.000    0.000    0.000    0.000 cond_v2.py:897(_CondGradFuncGraph)
        2    0.000    0.000    0.485    0.242 conditional_expressions.py:15(<module>)
        1    0.000    0.000    0.000    0.000 conditional_expressions.py:28(ConditionalExpressionTransformer)
        1    0.000    0.000    0.001    0.001 config.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:104(_get_option)
        2    0.000    0.000    0.296    0.148 config.py:15(<module>)
        1    0.000    0.000    0.000    0.000 config.py:181(DictWrapper)
        1    0.000    0.000    0.000    0.000 config.py:184(__init__)
        1    0.000    0.000    0.000    0.000 config.py:227(CallableDynamicDoc)
        4    0.000    0.000    0.000    0.000 config.py:228(__init__)
        1    0.000    0.000    0.000    0.000 config.py:232(__call__)
        1    0.000    0.000    0.000    0.000 config.py:382(option_context)
       56    0.001    0.000    0.001    0.000 config.py:414(register_option)
        2    0.000    0.000    0.000    0.000 config.py:489(deprecate_option)
        1    0.000    0.000    0.000    0.000 config.py:537(_select_options)
        1    0.000    0.000    0.000    0.000 config.py:555(_get_root)
        2    0.000    0.000    0.000    0.000 config.py:569(_get_deprecated_option)
        1    0.000    0.000    0.000    0.000 config.py:596(_translate_key)
        1    0.000    0.000    0.000    0.000 config.py:608(_warn_if_deprecated)
       40    0.000    0.000    0.000    0.000 config.py:697(config_prefix)
       60    0.000    0.000    0.000    0.000 config.py:727(wrap)
       56    0.000    0.000    0.001    0.000 config.py:728(inner)
        1    0.000    0.000    0.000    0.000 config.py:75(OptionError)
        4    0.000    0.000    0.000    0.000 config.py:750(is_type_factory)
       22    0.000    0.000    0.000    0.000 config.py:764(inner)
        5    0.000    0.000    0.000    0.000 config.py:771(is_instance_factory)
        7    0.000    0.000    0.000    0.000 config.py:790(inner)
        8    0.000    0.000    0.000    0.000 config.py:797(is_one_of_factory)
        8    0.000    0.000    0.000    0.000 config.py:799(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:800(<listcomp>)
        8    0.000    0.000    0.000    0.000 config.py:802(inner)
        3    0.000    0.000    0.000    0.000 config.py:816(is_nonnegative_int)
        1    0.000    0.000    0.000    0.000 config.py:86(_get_single_key)
        1    0.000    0.000    0.002    0.002 config_init.py:1(<module>)
        1    0.000    0.000    0.000    0.000 config_init.py:323(is_terminal)
        1    0.000    0.000    0.000    0.000 config_init.py:646(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 config_lib.py:15(<module>)
        1    0.000    0.000    0.000    0.000 config_lib.py:27(Rule)
       22    0.000    0.000    0.000    0.000 config_lib.py:30(__init__)
        1    0.000    0.000    0.000    0.000 config_lib.py:38(Action)
        1    0.000    0.000    0.000    0.000 config_lib.py:44(DoNotConvert)
        1    0.000    0.000    0.000    0.000 config_lib.py:56(Convert)
        2    0.001    0.001    1.164    0.582 config_pb2.py:5(<module>)
       40    0.000    0.000    0.000    0.000 config_pb2.py:6(<lambda>)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:11(ConfusionMatrixDisplay)
        1    0.000    0.000    0.000    0.000 confusion_matrix.py:15(<module>)
        1    0.000    0.000    0.000    0.000 conjugate_gradient.py:15(<module>)
        2    0.000    0.000    0.896    0.448 connection.py:1(<module>)
        2    0.000    0.000    0.058    0.029 connection.py:10(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:108(_has_ipv6)
        1    0.000    0.000    0.000    0.000 connection.py:114(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 connection.py:18(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:238(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 connection.py:348(Connection)
        1    0.000    0.000    0.000    0.000 connection.py:432(Listener)
        1    0.000    0.000    0.000    0.000 connection.py:51(Connection)
        1    0.000    0.000    0.000    0.000 connection.py:579(SocketListener)
        1    0.000    0.000    0.000    0.000 connection.py:65(DummyConnection)
        1    0.000    0.000    0.000    0.000 connection.py:71(HTTPConnection)
        1    0.000    0.000    0.000    0.000 connection.py:765(ConnectionWrapper)
        1    0.000    0.000    0.000    0.000 connection.py:787(XmlListener)
        1    0.000    0.000    1.176    1.176 connectionpool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:108(HTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:64(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connectionpool.py:836(HTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 console.py:1(<module>)
        1    0.000    0.000    3.270    3.270 constant_op.py:15(<module>)
        2    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        2    0.000    0.000    0.000    0.000 constants.py:15(<module>)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 constraints.py:132(MinMaxNorm)
        1    0.000    0.000    0.047    0.047 constraints.py:16(<module>)
        1    0.000    0.000    0.000    0.000 constraints.py:189(RadialConstraint)
        1    0.000    0.000    0.000    0.000 constraints.py:35(Constraint)
        1    0.000    0.000    0.000    0.000 constraints.py:45(MaxNorm)
        1    0.000    0.000    0.000    0.000 constraints.py:86(NonNeg)
        1    0.000    0.000    0.000    0.000 constraints.py:97(UnitNorm)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
        2    0.000    0.000    0.114    0.057 construction.py:1(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:190(BaseContainer)
        1    0.000    0.000    0.000    0.000 containers.py:238(RepeatedScalarFieldContainer)
        1    0.000    0.000    0.000    0.000 containers.py:31(<module>)
        1    0.000    0.000    0.000    0.000 containers.py:348(RepeatedCompositeFieldContainer)
        1    0.000    0.000    0.000    0.000 containers.py:458(ScalarMap)
        1    0.000    0.000    0.000    0.000 containers.py:548(MessageMap)
        1    0.000    0.000    0.000    0.000 containers.py:658(_UnknownField)
        1    0.000    0.000    0.000    0.000 containers.py:684(UnknownFieldRef)
        1    0.000    0.000    0.000    0.000 containers.py:718(UnknownFieldSet)
        1    0.000    0.000    0.094    0.094 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:108(FunctionCallOptions)
        1    0.000    0.000    0.034    0.034 context.py:12(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    4.984    4.984 context.py:15(<module>)
        1    0.000    0.000    0.000    0.000 context.py:167(_TensorCaches)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:172(__init__)
        1    0.000    0.000    0.000    0.000 context.py:1749(_EagerDeviceContext)
        1    0.000    0.000    0.000    0.000 context.py:1808(_set_context_locked)
