,Epoch,Ld,Lr,Lb,Loss,Rt
0,0.0,9.758756637573242,0.43306073546409607,0.007133773993700743,244.40911865234375,5.414978742599487
1,1000.0,0.0013488844269886613,0.0035089822486042976,8.173664355126675e-06,0.03723926469683647,2.697869300842285
2,2000.0,0.0005205488414503634,0.0030653313733637333,2.3949215233187715e-07,0.016079293563961983,2.8328421115875244
3,3000.0,0.0005281016346998513,0.002275026636198163,4.073810373483866e-07,0.015477973967790604,2.5558323860168457
4,4000.0,0.0012870945502072573,0.005297178402543068,3.2257361453957856e-05,0.03750680014491081,2.6390764713287354
5,5000.0,0.0006491509266197681,0.003628017148002982,3.1205665891320677e-06,0.019859910011291504,2.9840850830078125
6,6000.0,0.0007887101382948458,0.0022562644444406033,2.575893063294643e-07,0.02197427488863468,2.686734914779663
7,7000.0,0.006389904301613569,0.0018306730780750513,2.4183189452742226e-05,0.1616024523973465,2.6028175354003906
8,8000.0,0.0005301256896927953,0.0013917993055656552,1.0735340083556366e-06,0.014646015129983425,2.7907931804656982
9,9000.0,0.0006247077835723758,0.0012530740350484848,1.1132659665236133e-06,0.01687188260257244,2.6465609073638916
10,10000.0,0.00029281791648827493,0.0011266773799434304,4.202104264550144e-06,0.008451327681541443,2.887225866317749
11,11000.0,0.0018047771882265806,0.0009991324041038752,7.648717428310192e-07,0.0461193285882473,2.8483245372772217
12,12000.0,0.00022969470592215657,0.0007168539450503886,4.187273461297991e-08,0.006459263619035482,2.6385891437530518
13,13000.0,0.0008275685249827802,0.006719114724546671,2.9153313789720414e-06,0.027411242946982384,2.7395946979522705
14,14000.0,0.0004761972522828728,0.003991288132965565,1.0522868478801684e-06,0.015897272154688835,2.8101651668548584
15,15000.0,0.00045900288387201726,0.0030170201789587736,1.7159445633296855e-06,0.014493808150291443,2.718820095062256
16,16000.0,0.001644113683141768,0.0025235693901777267,3.7631363625223457e-07,0.04362678900361061,2.7130308151245117
17,17000.0,0.0016783903120085597,0.002251394558697939,1.1473927088445635e-06,0.04421230033040047,2.9710371494293213
18,18000.0,0.0008261012262664735,0.0016961026703938842,1.2131498579037725e-06,0.022349845618009567,2.5567433834075928
19,19000.0,0.0002548962365835905,0.0013596384087577462,3.643832542365999e-07,0.007732409052550793,2.577610492706299
20,20000.0,0.0009790804469957948,0.00104114122223109,2.947244865936227e-07,0.025518445298075676,2.5511937141418457
21,21000.0,0.0006792456260882318,0.0009445355972275138,5.388681643125892e-07,0.017926214262843132,2.6850509643554688
22,22000.0,0.002948974957689643,0.0007739569409750402,5.841903316650132e-07,0.07449891418218613,2.891721725463867
23,23000.0,0.0013801059685647488,0.002201085677370429,1.317730379923887e-06,0.036705050617456436,2.749027967453003
24,24000.0,0.0007093651220202446,0.0014530947664752603,1.2493937902036123e-06,0.019188473001122475,2.639007329940796
25,25000.0,0.000279594591120258,0.0011378697818145156,8.888960678632429e-07,0.00812862254679203,2.657789468765259
26,26000.0,0.0016997121274471283,0.00103330600541085,5.533760941034416e-06,0.043531641364097595,2.5971057415008545
27,27000.0,0.0005812812596559525,0.0009551378898322582,1.1414983873692108e-06,0.015488311648368835,2.5514886379241943
28,28000.0,0.0005008535226806998,0.0009120056638494134,2.1123292981428676e-07,0.013433555141091347,2.68300199508667
29,29000.0,0.00045656977454200387,0.0009247808484360576,2.4391986244154396e-06,0.01234146486967802,2.767881155014038
30,30000.0,0.00039526051841676235,0.0007843432249501348,6.614810104110802e-07,0.010666517540812492,2.6030383110046387
31,31000.0,0.00013487889373209327,0.000702223798725754,1.6639694422337925e-07,0.004074362572282553,2.5641276836395264
32,32000.0,0.00038699578726664186,0.0006444370956160128,6.393747753463686e-08,0.010319395922124386,2.6241612434387207
33,33000.0,0.0002936914097517729,0.0006843143492005765,9.274120316149492e-07,0.00802752748131752,2.656139850616455
34,34000.0,0.0012412648648023605,0.0006700505618937314,2.0863640202151146e-06,0.03170375898480415,2.761488437652588
35,35000.0,0.00015289879229385406,0.0005433524493128061,3.2874231692403555e-07,0.0043661510571837425,2.5546860694885254
36,36000.0,0.00014811714936513454,0.0005563637823797762,1.6112898038045387e-06,0.004260903690010309,2.6607844829559326
37,37000.0,0.0005971367936581373,0.00047668442130088806,3.5339678561285837e-06,0.01540863886475563,2.6329357624053955
38,38000.0,0.00017416622722521424,0.0004583064583130181,2.365884377297789e-08,0.004812486004084349,2.7293479442596436
39,39000.0,0.000815760693512857,0.00045371014857664704,2.5215606456185924e-06,0.020850250497460365,3.017082929611206
40,40000.0,0.0001639184047235176,0.0003708582662511617,2.131745446831701e-07,0.004469031468033791,2.7317371368408203
41,41000.0,0.00016288516053464264,0.00038821613998152316,1.6962499671535625e-07,0.004460514523088932,2.9491312503814697
42,42000.0,0.0002968738554045558,0.00031485393992625177,6.237697562028188e-06,0.007742938119918108,2.5914201736450195
43,43000.0,0.00010076818580273539,0.00029098332743160427,2.4167158940713307e-08,0.002810212317854166,2.7922143936157227
44,44000.0,9.624549420550466e-05,0.00026172262732870877,1.597965422206471e-07,0.0026680196169763803,3.1591904163360596
45,45000.0,8.513760985806584e-05,0.0002598938881419599,5.60919602321519e-07,0.002388895023614168,2.6143648624420166
46,46000.0,9.158866305369884e-05,0.00022319697018247098,4.360535399428045e-08,0.002512957202270627,3.176675319671631
47,47000.0,0.00012368000170681626,0.00020189154020044953,7.574518008368614e-07,0.0032946490682661533,2.6397812366485596
48,48000.0,6.396541721187532e-05,0.00018784136045724154,9.05541241991159e-08,0.0017870673909783363,2.623965263366699
49,49000.0,0.00010780338197946548,0.00018383968563284725,8.292375923701911e-07,0.002879753476008773,2.610179901123047
50,50000.0,5.5095435527618974e-05,0.0001818454620661214,5.4704294427665445e-08,0.0015592861454933882,3.188387632369995
51,51000.0,6.173334259074181e-05,0.00017597460828255862,5.371300915157917e-08,0.0017193617532029748,2.6045494079589844
52,52000.0,7.295198156498373e-05,0.00015483066090382636,2.258461684334634e-08,0.001978652784600854,2.6200783252716064
53,53000.0,0.00012375829101074487,0.0001591209293110296,7.777720156809664e-07,0.003253855975344777,2.60663104057312
54,54000.0,2.9496704883058555e-05,0.00015829796029720455,1.2487373624026077e-07,0.000895840406883508,2.706648588180542
55,55000.0,0.00010758769349195063,0.00014750669652130455,9.990030775952619e-07,0.002838198095560074,3.174330234527588
56,56000.0,1.696507570159156e-05,0.00013248453615233302,3.5057013292316697e-08,0.000556646496988833,3.2750027179718018
57,57000.0,1.3331732588994782e-05,0.0001395206490997225,2.7573983985007544e-08,0.0004728415224235505,2.7616775035858154
58,58000.0,9.106079232878983e-05,0.00013149036385584623,6.253384299270692e-07,0.0024086355697363615,2.6004855632781982
59,59000.0,3.420482244109735e-05,0.00010312865924788639,3.476675303204502e-08,0.0009582839556969702,2.714837074279785
60,60000.0,0.0002663813065737486,0.00014159255078993738,7.36463618977723e-08,0.006801199167966843,2.6704318523406982
61,61000.0,2.7782605229731416e-06,0.0001042709918692708,3.308731777451612e-08,0.00017376059258822352,2.7802183628082275
62,62000.0,2.7607035008259118e-05,9.841728024184704e-05,4.7624689614167437e-07,0.0007890693959780037,2.611868381500244
63,63000.0,2.9932365578133613e-05,0.00010537428897805512,2.0706400505332567e-07,0.0008538904949091375,2.5994439125061035
64,64000.0,6.632705481024459e-05,0.00012703341781161726,1.0984479104081402e-07,0.0017853197641670704,2.600386381149292
65,65000.0,2.537584259698633e-05,0.0001047635669237934,1.8059061801523058e-07,0.0007393402047455311,2.6591484546661377
66,66000.0,0.00018232241563964635,0.0001066212571458891,5.759565055996063e-07,0.0046652574092149734,2.6955645084381104
67,67000.0,1.7892632968141697e-05,0.00010971396113745868,2.4120570429886357e-08,0.0005570538924075663,3.096653461456299
68,68000.0,3.533906419761479e-05,0.00010447970271343365,7.06449014842292e-08,0.0009880269644781947,2.9651646614074707
69,69000.0,1.8774862837744877e-05,0.00010266209574183449,2.2596863402668532e-07,0.0005722595960833132,2.6943631172180176
70,70000.0,2.3834751118556596e-05,8.976263779914007e-05,1.632678277019295e-07,0.0006857946864329278,2.6024436950683594
