,iteracao,tempo,valor_loss,lb,ld,lr,learning_rate
0,0.0,5.221914052963257,978.9010009765625,0.037472210824489594,39.057464599609375,2.4268648624420166,0.0009999899193644524
1,100.0,1.7891879081726074,121.77596282958984,0.022514507174491882,3.9996516704559326,21.762157440185547,0.0009989854879677296
2,200.0,1.5874214172363281,76.83610534667969,0.01601024530827999,2.594970703125,11.945833206176758,0.0009979819878935814
3,300.0,1.5705130100250244,99.00167083740234,0.012691092677414417,2.937130928039551,25.56070327758789,0.0009969795355573297
4,400.0,1.6388359069824219,60.58924865722656,0.018771912902593613,1.636122465133667,19.667415618896484,0.0009959778981283307
5,500.0,1.6622700691223145,91.56795501708984,0.024144737049937248,2.5162227153778076,28.638242721557617,0.00099497742485255
6,600.0,1.6134963035583496,45.63114547729492,0.015735052525997162,1.2063941955566406,15.455556869506836,0.0009939779993146658
7,700.0,1.625112533569336,51.101654052734375,0.02037620171904564,1.653638243675232,9.740323066711426,0.0009929795050993562
8,800.0,1.6627178192138672,87.09334564208984,0.01936810091137886,2.0229861736297607,36.49931716918945,0.000991982058621943
9,900.0,1.6275348663330078,57.0334587097168,0.019413650035858154,1.4699583053588867,20.265087127685547,0.0009909855434671044
10,1000.0,1.6257903575897217,76.80319213867188,0.013715927489101887,1.9684553146362305,27.578086853027344,0.0009899900760501623
11,1100.0,1.6956355571746826,80.79450988769531,0.012468918226659298,2.2646024227142334,24.16698455810547,0.0009889956563711166
12,1200.0,1.6348886489868164,58.25396728515625,0.010587743483483791,1.2670955657958984,26.565990447998047,0.0009880021680146456
13,1300.0,1.6364021301269531,53.15297317504883,0.009615537710487843,1.441261887550354,17.1118106842041,0.0009870096109807491
14,1400.0,1.6516246795654297,88.9852066040039,0.010327690280973911,2.934140920639038,15.621350288391113,0.000986018218100071
15,1500.0,1.5977861881256104,42.02687454223633,0.009286204352974892,1.3151363134384155,9.13918399810791,0.0009850276401266456
16,1600.0,1.6320064067840576,29.77581787109375,0.010626265779137611,1.0961815118789673,2.360654830932617,0.0009840382263064384
17,1700.0,1.6317768096923828,55.98334884643555,0.010876310989260674,1.123707890510559,27.879777908325195,0.000983049743808806
18,1800.0,1.4991238117218018,81.18730163574219,0.009507259353995323,0.8646514415740967,59.5615119934082,0.000982062192633748
19,1900.0,1.5931777954101562,46.055477142333984,0.009169703349471092,0.9872431755065918,21.36522674560547,0.0009810756891965866
20,2000.0,1.4993958473205566,51.02599334716797,0.01020106952637434,0.9577916860580444,27.070999145507812,0.0009800902334973216
21,2100.0,1.636704921722412,51.162757873535156,0.010200005024671555,1.1925668716430664,21.338388442993164,0.0009791057091206312
22,2200.0,1.4892127513885498,41.68324661254883,0.007777475751936436,1.46053946018219,5.161984920501709,0.0009781221160665154
23,2300.0,1.4921503067016602,34.783634185791016,0.004574439488351345,1.000159502029419,9.775074005126953,0.0009771395707502961
24,2400.0,1.5334031581878662,54.59119415283203,0.0052398936823010445,1.2161742448806763,24.181596755981445,0.0009761580149643123
25,2500.0,1.5136396884918213,17.126216888427734,0.003558891359716654,0.5995627641677856,2.1335885524749756,0.0009751773905009031
26,2600.0,1.5587291717529297,41.37238311767578,0.0025806811172515154,1.42756986618042,5.6805548667907715,0.0009741978719830513
27,2700.0,1.5381038188934326,24.595813751220703,0.0024063317105174065,0.6056145429611206,9.453043937683105,0.0009732192265801132
28,2800.0,1.5038492679595947,38.58262634277344,0.005349175538867712,0.8231658935546875,17.998132705688477,0.0009722416289150715
29,2900.0,1.521054983139038,28.348703384399414,0.004785868804901838,0.8480072021484375,7.143736839294434,0.0009712650207802653
30,3000.0,1.6255626678466797,19.49297523498535,0.007581097539514303,0.6466500759124756,3.319141387939453,0.0009702893439680338
31,3100.0,1.7487537860870361,52.22916030883789,0.0031833320390433073,1.735581874847412,8.836433410644531,0.000969314540270716
32,3200.0,1.6115021705627441,42.30007553100586,0.004257554654031992,0.49577152729034424,29.901531219482422,0.0009683409007266164
33,3300.0,1.6096012592315674,62.18655776977539,0.003605218604207039,0.7649397850036621,43.0594596862793,0.0009673681925050914
34,3400.0,1.6118066310882568,16.99906349182129,0.003273224225267768,0.4503728449344635,5.736469268798828,0.0009663964156061411
35,3500.0,1.583768367767334,22.947391510009766,0.002737770089879632,0.7401506304740906,4.440889358520508,0.0009654257446527481
36,3600.0,1.6313343048095703,19.61508560180664,0.005195492412894964,0.5989488363265991,4.636168956756592,0.0009644558886066079
37,3700.0,1.654386043548584,21.577655792236328,0.013999955728650093,0.4690629541873932,9.837081909179688,0.0009634870802983642
38,3800.0,1.6387317180633545,0.48918232321739197,0.008555405773222446,0.018263239413499832,0.0240459181368351,0.0009625192615203559
39,3900.0,1.6437137126922607,0.35926690697669983,0.004080537240952253,0.013463515788316727,0.01859847828745842,0.0009615523740649223
40,4000.0,1.6399569511413574,0.2480808049440384,0.002295905724167824,0.00923864170908928,0.014818853698670864,0.0009605864179320633
41,4100.0,1.7087717056274414,0.23703178763389587,0.0012148674577474594,0.008901460096240044,0.013280428946018219,0.0009596214513294399
