,iteracao,tempo,valor_loss,lb,ld,lr,learning_rate
0,0.0,7.286790609359741,1171.3480224609375,0.04421988129615784,46.827030181884766,0.6280951499938965,0.0009999899193644524
1,100.0,3.766087055206299,2.651603937149048,0.00011555176752153784,0.10512242466211319,0.023427670821547508,0.0009989854879677296
2,200.0,2.472381114959717,1.807706356048584,1.7358377590426244e-05,0.07184574007987976,0.01154542900621891,0.0009979819878935814
3,300.0,2.491624355316162,0.9194726347923279,1.4317756722448394e-05,0.036436378955841064,0.008548867888748646,0.0009969795355573297
4,400.0,2.4909865856170654,0.37453123927116394,4.708132564701373e-06,0.01470592524856329,0.006878412328660488,0.0009959778981283307
5,500.0,2.6229488849639893,0.19492369890213013,2.6707264169090195e-06,0.007525128778070211,0.006792811211198568,0.00099497742485255
6,600.0,2.599018096923828,0.12026238441467285,4.1267617234552745e-06,0.004538803827017546,0.00678816344588995,0.0009939779993146658
7,700.0,2.7030270099639893,0.08607166260480881,6.169223979668459e-06,0.003195165190845728,0.006186363752931356,0.0009929795050993562
8,800.0,2.7458624839782715,0.09916477650403976,1.5033056115498766e-05,0.003730043303221464,0.005898658651858568,0.000991982058621943
9,900.0,2.7199366092681885,0.10457199811935425,1.6649677490931936e-05,0.003957304172217846,0.005622743628919125,0.0009909855434671044
10,1000.0,2.7621655464172363,0.06586776673793793,8.083407010417432e-06,0.0023929390590637922,0.00603620707988739,0.0009899900760501623
11,1100.0,2.752316474914551,0.07786748558282852,5.695373147318605e-06,0.002894133795052767,0.005508446600288153,0.0009889956563711166
12,1200.0,2.607201099395752,0.07809664309024811,6.510108050861163e-06,0.0029211807996034622,0.00506061315536499,0.0009880021680146456
13,1300.0,2.533069133758545,0.051972031593322754,7.125444767552835e-07,0.0018687326228246093,0.005253005772829056,0.0009870096109807491
14,1400.0,2.461385726928711,0.07423039525747299,4.107806944375625e-06,0.0027743002865463495,0.004868780728429556,0.000986018218100071
15,1500.0,2.6397156715393066,0.04482441395521164,2.0738684725074563e-06,0.0016097065526992083,0.004579674918204546,0.0009850276401266456
16,1600.0,2.6199898719787598,0.054509419947862625,1.8770404039969435e-06,0.00200448464602232,0.004395423922687769,0.0009840382263064384
17,1700.0,2.5794990062713623,0.07832279056310654,3.3585399705771124e-06,0.002962821163237095,0.004248904529958963,0.000983049743808806
