,Epoch,Ld,Lr,Lb,Loss,Rt
0,0.0,9.359432220458984,13.212077140808105,0.052808042615652084,247.25070190429688,3.0002782344818115
1,1000.0,0.08339466899633408,0.0028591863811016083,0.00013418620801530778,2.087860107421875,1.3713958263397217
2,2000.0,0.03507208079099655,0.001514437492005527,0.00014458310033660382,0.8784610629081726,1.3776040077209473
3,3000.0,0.016753049567341805,0.0011846936540678144,1.9127959603792988e-05,0.4200300872325897,1.3924424648284912
4,4000.0,0.012876109220087528,0.0010158708319067955,4.340685700299218e-05,0.3229619860649109,1.4569199085235596
5,5000.0,0.006714750546962023,0.0009008350316435099,2.2290023480309173e-05,0.16879189014434814,1.3931427001953125
6,6000.0,0.005883242003619671,0.0009974584681913257,3.2565185392741114e-05,0.14811106026172638,1.3765747547149658
7,7000.0,0.008161788806319237,0.0010698609985411167,4.547112257569097e-05,0.20516005158424377,1.4017372131347656
8,8000.0,0.006040895823389292,0.0009047578205354512,2.2936652385396883e-05,0.15195007622241974,1.3722174167633057
9,9000.0,0.005236272234469652,0.0008634454570710659,1.0550779734330717e-05,0.13178080320358276,1.3806378841400146
10,10000.0,0.0068178861401975155,0.0007958775968290865,1.8343958799960092e-05,0.17126137018203735,1.374650001525879
11,11000.0,0.0049320706166327,0.000856891623698175,1.722614251775667e-05,0.12417588382959366,1.4012582302093506
12,12000.0,0.0033088885247707367,0.0008122697472572327,7.364410976151703e-06,0.08354184776544571,1.3733468055725098
13,13000.0,0.0025085406377911568,0.000919910438824445,1.6666945157339796e-05,0.06365009397268295,1.4323632717132568
14,14000.0,0.002678247168660164,0.0007824525237083435,1.0988891517627053e-05,0.06774961948394775,1.3962681293487549
15,15000.0,0.0033963259775191545,0.0008142308215610683,1.0483834557817318e-05,0.08573286235332489,1.3820040225982666
16,16000.0,0.00300525757484138,0.0006795109366066754,5.027733550377889e-06,0.07581597566604614,1.3836915493011475
17,17000.0,0.001976612489670515,0.0006753508350811899,5.790771865576971e-06,0.05009645223617554,1.378075122833252
18,18000.0,0.002209865255281329,0.0007332854438573122,6.092724561312934e-06,0.055986013263463974,1.3903982639312744
19,19000.0,0.002127154264599085,0.000757506350055337,5.3508829296333715e-06,0.05394171550869942,1.3738255500793457
20,20000.0,0.0021192978601902723,0.0006059512961655855,8.563545634387992e-06,0.05359696224331856,1.3781545162200928
21,21000.0,0.0010205074213445187,0.0006256693741306663,2.7302921807859093e-06,0.026141086593270302,1.3769774436950684
22,22000.0,0.002142018172889948,0.0006849548663012683,5.57153953195666e-06,0.054240982979536057,1.3842267990112305
23,23000.0,0.0019111334113404155,0.0006051269010640681,5.325403890310554e-06,0.04838879033923149,1.5648624897003174
24,24000.0,0.0019054790027439594,0.0006245163967832923,6.048986961104674e-06,0.04826753959059715,1.4147632122039795
