,iteracao,tempo,valor_loss,lb,ld,lr,learning_rate,r2
0,0,5.976126670837402,575.88904,0.030547459,22.957712,1.9157091,0.0009999899,-1.5729579319340852
1,100,3.151310443878174,0.65185565,4.5734407e-05,0.025854241,0.0054539116,0.0009989855,-0.05526109983837202
2,200,2.8992018699645996,0.4055696,1.33442445e-05,0.01604932,0.004323267,0.000997982,-0.07045165619102245
3,300,2.853972911834717,0.31213275,7.408014e-06,0.012299975,0.004625944,0.0009969795,-0.06652834559753962
4,400,2.9455726146698,0.2321869,6.031471e-06,0.009078356,0.0052219406,0.0009959779,-0.054563956645395706
5,500,2.904264450073242,0.17644112,8.856165e-06,0.0068803434,0.0044236756,0.0009949774,-0.050165499753775045
6,600,2.8850455284118652,0.09808329,7.03612e-06,0.0037452152,0.0044458727,0.000993978,-0.039922139624733344
7,700,2.940315008163452,0.09250203,8.908436e-06,0.0035280094,0.004292885,0.0009929795,-0.015988589314132495
8,800,3.22528338432312,0.05516982,8.492111e-07,0.0020507276,0.0039007796,0.0009919821,0.008712626192744488
9,900,2.997410774230957,0.07516258,1.6419193e-06,0.0028464536,0.0039996044,0.0009909855,0.017576619786841663
10,1000,3.2311384677886963,0.27788755,1.2418362e-05,0.010946694,0.0042078,0.0009899901,0.04172396563479963
11,1100,3.0432698726654053,0.17766614,7.677088e-06,0.006969029,0.0034327288,0.0009889957,0.046134730778237265
12,1200,3.1020684242248535,0.12891993,1.3952157e-05,0.005016993,0.0034811662,0.0009880022,0.07590533902500352
13,1300,2.770836591720581,0.063643016,5.3191393e-06,0.0024079941,0.0034378439,0.0009870096,0.09667463448819436
14,1400,2.935894012451172,0.04991532,2.1253209e-06,0.0018751625,0.003034135,0.0009860182,0.08636038446390104
15,1500,2.933171033859253,0.037382077,2.490339e-06,0.0013790813,0.0029025574,0.0009850276,0.09313781380205721
16,1600,2.9399502277374268,0.10192163,8.570227e-06,0.003955417,0.003027642,0.0009840382,0.08942104105856186
17,1700,2.888810157775879,0.11581664,1.0593982e-05,0.004532203,0.0025009653,0.0009830497,0.09686304328011097
18,1800,2.9186649322509766,0.045319676,6.582051e-06,0.0016896118,0.0030727996,0.0009820622,0.09645016497144765
19,1900,2.9351859092712402,0.18379118,3.812584e-05,0.007233971,0.0029037683,0.0009810757,0.10102966633538857
20,2000,2.9072282314300537,0.07556192,2.5172445e-05,0.0029041984,0.002931782,0.0009800902,0.11101643161099228
21,2100,3.0203750133514404,0.047054224,1.1254214e-05,0.0017764677,0.002631277,0.0009791057,0.10256434345031495
22,2200,2.9210784435272217,0.037699867,4.046014e-06,0.0014075803,0.002506312,0.0009781221,0.1109587814562435
23,2300,3.072812795639038,0.020259038,4.5012007e-06,0.00070238695,0.0026948627,0.0009771396,0.11374836043697856
24,2400,2.889252185821533,0.11620025,1.9709065e-05,0.004556144,0.0022769454,0.000976158,0.12413221044812761
25,2500,2.8622734546661377,0.02383068,1.319131e-06,0.0008640478,0.0022281671,0.0009751774,0.13104816615664083
26,2600,2.7970690727233887,0.58133286,6.0331844e-05,0.023152087,0.0024703888,0.0009741979,0.12409078930223971
27,2700,2.8533482551574707,0.03685799,3.0061794e-06,0.0013862037,0.0021998906,0.0009732192,0.13153959590796738
28,2800,2.840404510498047,0.012287216,6.911274e-07,0.00040489837,0.0021640656,0.0009722416,0.14878247655880694
29,2900,2.9066579341888428,0.021289764,1.1885609e-05,0.000759675,0.0022860044,0.000971265,0.1494669097332465
30,3000,2.8353490829467773,1.0244597,3.0142879e-05,0.04089864,0.001963662,0.00097028934,0.14203772312901675
31,3100,3.0495777130126953,0.0141827,1.7481459e-06,0.00048626965,0.00202421,0.00096931454,0.15096088473016545
32,3200,2.844547986984253,0.017121447,2.37304e-06,0.0006154614,0.001732539,0.0009683409,0.1546549114664374
33,3300,2.82279896736145,0.016495487,2.0493703e-06,0.0005793333,0.0020101063,0.0009673682,0.15333094895235388
34,3400,2.872872829437256,0.018343441,3.4098056e-07,0.0006684214,0.0016325656,0.0009663964,0.1477030603930466
35,3500,2.909320831298828,0.095789716,2.4387184e-05,0.0037592305,0.0017845707,0.00096542574,0.14506500320082416
36,3600,2.923671245574951,0.02501851,3.7063994e-06,0.00093546545,0.0016281664,0.0009644559,0.14830450170613996
37,3700,2.9403817653656006,0.011571232,1.4960292e-06,0.00039755568,0.0016308443,0.0009634871,0.1597374042177735
38,3800,2.9435582160949707,0.015082911,5.4441725e-06,0.0005477423,0.0013839095,0.00096251926,0.15963820623696467
39,3900,3.000903367996216,0.073537186,9.052144e-06,0.0028757502,0.0016343845,0.0009615524,0.16945050962185393
40,4000,2.918454885482788,0.12883897,1.9196927e-05,0.005090782,0.0015502332,0.0009605864,0.1625524561806827
41,4100,2.9477875232696533,0.011990734,1.8399279e-06,0.00042351685,0.0014009727,0.00095962145,0.17385122055103774
42,4200,2.9513449668884277,0.0322685,9.099703e-07,0.0012335818,0.0014280465,0.0009586575,0.16939275779462037
43,4300,3.091723680496216,0.011194209,7.7425216e-07,0.00038822254,0.0014878707,0.00095769454,0.1710760234634936
44,4400,2.978271245956421,0.018951518,8.848873e-06,0.00070570514,0.0013000403,0.0009567325,0.17663334757706572
45,4500,2.9164211750030518,0.041874837,3.139206e-06,0.0016252737,0.0012398564,0.0009557714,0.174732029814765
46,4600,2.867635726928711,0.12569083,1.4238016e-05,0.0049782996,0.0012191046,0.00095481134,0.17277482273547862
47,4700,2.8836920261383057,0.08624359,2.1658973e-06,0.0034005677,0.0012272312,0.0009538522,0.17406927354745438
48,4800,2.9869298934936523,0.009312751,2.9111206e-06,0.0003253569,0.0011759171,0.00095289404,0.17691785282447092
49,4900,2.941999673843384,0.19923201,2.0112659e-05,0.007921031,0.0011861356,0.0009519368,0.17579663547789903
50,5000,2.9092841148376465,0.008387876,4.3042023e-06,0.00028934397,0.001149972,0.0009509805,0.15923178886223943
51,5100,2.9948456287384033,0.010640054,2.8269915e-07,0.00037934908,0.0011560442,0.0009500252,0.1817679920857609
52,5200,2.9290757179260254,0.017239124,1.93e-06,0.00064374396,0.0011435951,0.0009490709,0.18365658112290317
53,5300,2.936854124069214,0.010298301,4.8718057e-06,0.00036866043,0.0010769183,0.0009481176,0.16854582047523925
54,5400,2.849073886871338,0.0073762354,7.872683e-07,0.00025498017,0.0010009436,0.0009471651,0.1882873364686215
55,5500,2.909658193588257,0.008678491,3.2902144e-06,0.0003052235,0.0010446135,0.0009462137,0.18821703182311966
56,5600,2.958186388015747,0.26797852,2.668789e-05,0.010676517,0.0010389088,0.00094526325,0.189479702601677
57,5700,2.9109082221984863,0.009751467,3.991618e-07,0.0003522527,0.00094474986,0.00094431377,0.18670679941040402
58,5800,2.840219497680664,0.008771593,2.3418997e-06,0.00031207723,0.00096731994,0.00094336516,0.1864375326000257
59,5900,2.824263095855713,0.03756657,4.2209244e-06,0.001466717,0.00089442334,0.0009424174,0.18388394852715417
60,6000,2.9265613555908203,0.048701517,7.2046914e-06,0.0019124717,0.0008825199,0.0009414708,0.19569683673048643
61,6100,3.0334746837615967,0.016020149,2.3796028e-06,0.00060866243,0.00080120744,0.00094052503,0.19196894867130898
62,6200,3.2071187496185303,0.021620937,1.278179e-06,0.0008308305,0.0008488972,0.00093958026,0.19413844900336386
63,6300,2.925420045852661,0.03615721,1.668137e-06,0.0014123326,0.00084722345,0.0009386364,0.18799109729048358
64,6400,2.939490795135498,0.009892061,3.283895e-07,0.00036236277,0.0008326629,0.0009376935,0.1969570482344748
65,6500,2.9057068824768066,0.016813528,4.6897476e-06,0.0006381231,0.00085575995,0.0009367516,0.19974258110921728
66,6600,3.0344338417053223,0.010531323,5.268411e-07,0.00038893198,0.0008074965,0.0009358106,0.19922184898394768
67,6700,2.8493974208831787,0.011205115,1.927464e-06,0.0004165626,0.00078912225,0.00093487056,0.19805070199590324
68,6800,2.9565021991729736,0.009751409,1.1460623e-06,0.0003605727,0.0007359447,0.0009339314,0.20158428468870748
69,6900,3.0598886013031006,0.9936878,5.505657e-05,0.039421428,0.008097025,0.00093299325,0.18001626293892226
70,7000,3.054367780685425,0.09011395,7.287696e-06,0.0035013154,0.0025737789,0.00093205605,0.16169728350515178
71,7100,3.093076705932617,0.047985528,4.7428234e-06,0.0018157219,0.00258774,0.0009311198,0.14459506565559743
72,7200,2.845724105834961,0.04180413,1.7176836e-06,0.0015673159,0.0026195147,0.00093018444,0.13933245548104511
73,7300,3.114935874938965,0.032745745,3.541154e-06,0.0012086062,0.0025270483,0.00092925003,0.1278840023485217
74,7400,3.137629747390747,0.023614114,1.3350362e-06,0.00083979586,0.002617883,0.0009283166,0.13095772926156657
75,7500,2.908991813659668,0.023224844,1.650495e-06,0.00083417085,0.0023689219,0.0009273841,0.11366906122041032
76,7600,3.242314100265503,0.018405026,1.6885039e-06,0.00063719857,0.0024733723,0.0009264526,0.12363331606927952
77,7700,2.9329845905303955,0.019058246,8.757648e-07,0.00067473046,0.0021891082,0.00092552183,0.11818783926063436
78,7800,3.0069663524627686,0.015936952,1.8878501e-06,0.00054297893,0.00236059,0.00092459214,0.11386098633975505
79,7900,2.931164026260376,0.014978938,1.1065101e-06,0.0005133228,0.0021447607,0.0009236634,0.115379767025663
80,8000,2.8909482955932617,0.013658037,9.665744e-07,0.00045922337,0.0021764864,0.0009227355,0.10827762099569027
81,8100,3.025999069213867,0.012680011,3.2776882e-07,0.000428001,0.001979658,0.0009218086,0.12125457335468182
82,8200,2.827453851699829,0.010647936,2.56401e-07,0.00034379397,0.0020528308,0.0009208826,0.12225441705606344
83,8300,2.877274513244629,0.011482657,7.0882624e-07,0.00038861102,0.0017666726,0.0009199576,0.110700763747683
84,8400,3.1854405403137207,0.021454742,1.1765075e-06,0.0007835505,0.0018648019,0.0009190334,0.12866705450843596
85,8500,2.853140354156494,0.015426092,1.713342e-06,0.00054170366,0.0018817864,0.0009181103,0.12276806580037414
86,8600,2.8088910579681396,0.01946401,2.4346532e-06,0.00070895115,0.0017377969,0.00091718795,0.11536998074922156
87,8700,2.6309871673583984,0.018079014,2.1361718e-06,0.0006554337,0.001691035,0.0009162666,0.12734205069873739
88,8800,2.735717535018921,0.05620345,3.9444785e-06,0.002184991,0.001574727,0.0009153462,0.13265277619419347
89,8900,2.8435897827148438,0.017017912,2.0171208e-06,0.0006125659,0.0017017478,0.00091442675,0.128991593547785
